,Id,LotFrontage,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Fence,FireplaceQu,Fireplaces,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandSlope,LotArea,LowQualFinSF,MSSubClass,MasVnrArea,MasVnrType,MiscVal,MoSold,OpenPorchSF,OverallQual,PavedDrive,PoolArea,RoofMatl,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,TotalSF,BuiltAge,RemodelAge,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,CentralAir_N,CentralAir_Y,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,OverallCond_1,OverallCond_2,OverallCond_3,OverallCond_4,OverallCond_5,OverallCond_6,OverallCond_7,OverallCond_8,OverallCond_9,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD
820,821,6.7932790912,14.031777871,14.2369191299,0.0,3,4,3,0.0,0.0,6,6,0.0,0.0,2,0.539660751776,2,2,4,0.0,4,2,4,3,0,2,6,0.570835173989,2,5,2,5,16.9781797286,1,1,0,5,1,2,0,24.5638925578,0.0,10,0.0,2,0.0,8,5.75280006406,7,2,-0.0604474863867,0,0.0,1,6,-0.584058256747,0.0,18.7909817803,2.15484540553,2.15484540553,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
821,822,6.37721516057,14.6479806844,0.0,0.0,2,4,3,0.0,0.0,6,6,0.0,0.0,1,0.853607498599,2,2,4,7.87021177204,4,1,4,3,0,1,3,0.482402528791,2,5,3,5,14.6479806844,0,1,4,2,1,3,1,23.4849020032,0.0,5,0.0,2,0.0,4,5.06173308543,4,2,-0.0604474863867,0,0.0,1,4,-0.263946835329,0.0,17.5671938679,6.22393067182,6.22393067182,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
822,823,7.27573812971,14.2596847784,14.4336657279,0.0,3,4,1,0.0,0.0,6,6,0.0,0.0,2,0.651134596663,2,2,4,0.0,4,2,4,2,1,2,6,-0.183169485065,2,5,0,5,17.2218301077,1,1,0,5,1,2,0,27.9320912841,0.0,10,0.0,2,0.0,1,5.88953212241,7,2,-0.0604474863867,0,0.0,1,7,-0.470395505664,7.58445114507,19.0617718877,1.89864830731,1.89864830731,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
823,824,6.37721516057,14.6814171352,12.6363428487,0.0,3,4,3,0.0,0.0,6,6,0.0,0.0,4,0.494161223251,2,2,4,0.0,4,3,1,2,1,2,6,-1.08145898628,1,5,3,5,16.5579399581,0,1,4,0,1,3,0,26.4851536068,0.0,9,0.0,2,0.0,9,0.0,6,2,-0.0604474863867,0,0.0,1,7,-0.630451216373,11.0043433444,18.4476117511,6.69471418714,6.33966577633,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
824,825,7.07070885302,16.5579399581,0.0,0.0,3,1,3,0.0,0.0,6,6,0.0,0.0,2,2.11166946232,2,2,4,0.0,4,2,4,2,1,2,6,1.41327247824,2,5,2,5,16.5579399581,0,1,0,2,1,2,0,27.2808787304,0.0,5,0.0,2,0.0,8,8.45283534983,8,2,-0.0604474863867,0,0.0,1,7,1.01881849833,0.0,19.7619079593,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
825,826,7.91545089065,18.056385039,0.0,0.0,2,4,0,16.9674547365,0.0,2,6,1.0,0.0,0,-0.270230855969,4,4,4,0.0,4,0,4,2,1,2,6,3.47980376602,3,5,0,5,18.056385039,0,1,0,2,1,0,0,29.1228910593,0.0,5,14.1167656243,1,0.0,8,5.75280006406,10,2,-0.0604474863867,0,0.0,1,7,2.38509115931,9.26469089193,21.4759337999,0.743491774985,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
826,827,5.97700948714,13.9646108583,0.0,0.0,2,4,3,13.9646108583,0.0,0,6,1.0,0.0,4,-1.27577043637,2,2,4,7.96006490993,4,3,4,3,0,1,6,-2.19850292562,0,3,1,3,13.9646108583,0,1,2,1,1,2,0,23.6072602924,0.0,8,0.0,2,0.0,7,0.0,5,2,-0.0604474863867,0,0.0,1,5,-0.616533328485,0.0,16.7818414783,7.15776625747,6.30161234813,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
827,828,6.55789624365,16.3963840489,0.0,0.0,3,4,3,4.19208143626,0.0,2,6,0.0,0.0,2,1.98654575887,2,2,4,0.0,4,2,4,5,1,2,6,0.254339391176,2,5,2,5,16.3963840489,0,1,0,2,1,2,0,25.5604546211,0.0,5,0.0,2,0.0,6,5.45639552591,7,2,-0.0604474863867,0,0.0,1,6,0.93763081898,10.5506519823,19.6104476138,2.75922786958,2.75922786958,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
828,829,7.57601838553,15.5086204759,14.7722138567,0.0,3,1,1,10.0854408414,13.8669757554,3,0,0.0,1.0,4,-1.27577043637,2,2,4,0.0,4,3,4,3,0,2,3,0.305537238396,2,5,0,5,18.1485345343,1,1,4,5,1,3,2,33.9532194169,0.0,10,0.0,2,0.0,8,0.0,5,2,-0.0604474863867,4,9.78399109101,1,7,-0.0853339407694,12.2375602267,20.0239540523,5.60873730421,5.60873730421,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
829,830,4.51826969358,12.4717959496,13.1136896402,0.0,2,4,3,0.0,0.0,6,6,0.0,0.0,2,0.0892154193788,2,2,4,0.0,4,2,4,3,0,2,6,0.0355849530556,2,5,2,5,15.7265151363,1,1,0,5,1,2,0,18.9942711131,7.0411234264,2,0.0,2,0.0,9,8.91596406375,7,2,-0.0604474863867,0,0.0,1,4,-1.04334855704,0.0,17.2474019016,0.743491774985,0.743491774985,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
830,831,7.0411234264,16.2696443256,0.0,0.0,3,4,3,15.0659696131,0.0,5,6,1.0,0.0,4,-0.474978734331,2,2,0,0.0,4,3,4,2,2,1,6,-0.0668107413838,2,5,2,5,16.2696443256,1,1,4,2,1,3,0,27.6653033279,0.0,5,11.4716213235,1,0.0,8,0.0,6,2,-0.0604474863867,0,9.32456578166,1,6,0.79381264414,0.0,19.4306512547,6.01972287721,6.01972287721,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
831,832,4.93670377332,12.4717959496,12.9781458236,0.0,2,4,3,0.0,0.0,6,6,0.0,0.0,2,0.0892154193788,2,2,4,0.0,4,3,4,3,0,2,6,0.0355849530556,2,5,2,5,15.6480292052,1,1,0,5,1,2,0,20.0889645672,7.0411234264,2,0.0,2,0.0,8,8.91596406375,7,2,-0.0604474863867,0,0.0,1,4,-1.04334855704,0.0,17.1884098047,0.743491774985,0.743491774985,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
832,833,5.70563684169,14.6689050989,14.442421607,0.0,3,4,3,12.216270462,0.0,2,6,1.0,0.0,2,-0.233831233149,2,2,4,0.0,4,2,4,5,1,2,6,0.654613469439,2,5,2,5,17.4626102797,1,1,0,5,1,2,0,26.2580285137,0.0,10,9.75773161595,1,0.0,0,5.45639552591,7,2,-0.0604474863867,0,0.0,1,7,-0.252348595422,9.32456578166,19.4060394815,2.57858283255,2.57858283255,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
833,834,7.58445114507,16.6355091776,0.0,0.0,3,4,3,9.38345601391,11.0984930374,5,1,0.0,0.0,4,0.942331579223,2,2,4,0.0,4,3,4,3,0,1,6,-0.0016498449224,2,5,2,5,16.6355091776,1,1,4,2,1,3,0,26.55102138,0.0,5,9.14183348608,1,0.0,4,0.0,6,2,-0.0604474863867,0,8.67440034258,1,6,1.08144899382,0.0,19.8510353081,5.75280006406,5.75280006406,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
834,835,6.88865495787,15.4517794962,0.0,0.0,3,4,3,12.8074169978,0.0,5,6,1.0,0.0,4,0.0255160794438,2,2,4,0.0,4,3,1,3,0,1,6,-0.0761194408783,2,5,3,5,15.4517794962,0,1,2,2,1,3,0,25.076766613,0.0,5,8.37562602909,1,0.0,11,0.0,5,2,-0.0604474863867,0,0.0,1,6,0.21853994478,0.0,18.4908733217,5.84471771198,5.84471771198,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
835,836,6.37721516057,15.1689948404,0.0,0.0,2,4,3,11.9141722714,0.0,1,6,0.0,0.0,2,0.146089830035,2,2,4,0.0,4,3,4,3,0,2,3,-0.169206435823,2,5,3,5,15.1689948404,0,1,4,2,1,2,0,26.2919983212,0.0,5,0.0,2,0.0,4,0.0,4,2,-0.0604474863867,0,0.0,1,4,0.0399270502203,10.5506519823,18.1659214919,6.37721516057,3.70550563296,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
836,837,7.32475465863,16.7567952164,0.0,0.0,2,4,3,11.0328210038,0.0,5,6,1.0,0.0,4,1.50197578008,2,2,4,9.8488356466,4,3,1,3,0,1,3,1.58082906914,2,5,3,5,16.7567952164,0,1,2,2,1,3,0,25.2466813312,0.0,6,0.0,2,0.0,8,7.96006490993,5,2,-0.0604474863867,0,0.0,1,5,1.18119385702,0.0,19.9903926187,6.33966577633,5.1808400232,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
837,838,4.27800368129,12.216270462,12.3631405181,0.0,2,4,3,10.9564252884,0.0,1,6,1.0,0.0,4,-0.927699043155,2,2,4,0.0,4,3,4,3,0,1,6,-0.969754592349,1,5,3,5,14.8573546925,1,1,4,5,1,3,0,17.0842953687,0.0,2,8.78000671489,1,0.0,2,0.0,6,2,-0.0604474863867,0,0.0,1,5,-1.31474737085,0.0,16.5026773772,5.2383625554,5.2383625554,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
838,839,6.88865495787,15.2884346941,0.0,0.0,3,4,3,0.0,0.0,6,6,0.0,0.0,2,1.22442865608,2,2,4,0.0,4,3,4,3,0,1,6,-0.560171814592,1,5,3,5,15.2884346941,1,1,0,2,1,2,0,26.2429561853,0.0,5,0.0,2,0.0,8,0.0,5,2,-0.0604474863867,0,0.0,1,6,0.114155785622,10.4202297699,18.3031725103,3.47609101536,1.22865469808,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
839,840,6.72793834253,13.8866647894,11.8371113327,0.0,3,4,3,11.1631106263,0.0,1,6,0.0,0.0,4,-0.329380243051,2,2,4,0.0,4,3,4,3,0,1,6,-1.08145898628,1,5,3,5,15.6480292052,0,1,0,0,1,3,0,27.591964325,0.0,9,0.0,2,0.0,7,0.0,5,2,-0.0604474863867,0,0.0,1,6,-0.653647696186,0.0,17.7939267112,6.45086024462,3.47609101536,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
840,841,6.79910375232,14.0886042956,13.3896310956,0.0,4,4,3,8.74516427966,0.0,1,6,0.0,0.0,4,-0.101882600426,2,2,4,10.1453055835,4,3,4,3,0,2,6,-0.336763026724,1,5,3,5,16.5376460034,0,1,4,5,1,1,0,27.8041011699,0.0,11,0.0,2,0.0,5,0.0,6,1,-0.0604474863867,0,0.0,1,7,-0.87633390239,0.0,18.2091619637,7.12902417162,6.30161234813,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
841,842,6.37721516057,14.7393899133,12.8630083512,0.0,3,4,3,0.0,0.0,6,6,0.0,0.0,4,0.202964240691,2,2,4,6.6611081308,4,3,4,4,1,2,6,0.994381000988,2,5,3,2,16.700720256,0,1,2,5,1,2,0,26.8213370403,0.0,11,0.0,2,0.0,8,6.98106495241,5,1,-0.0604474863867,0,0.0,1,8,-0.927366157978,6.72793834253,18.2840663033,7.68258740818,2.37886580797,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
842,843,7.10000703483,15.5262547414,0.0,0.0,3,4,1,10.7789780434,12.5974101447,5,0,1.0,0.0,4,-0.647876942726,2,2,4,0.0,4,3,0,3,0,1,6,0.082128450528,2,2,2,2,15.5262547414,1,1,4,7,1,3,0,25.904444446,0.0,13,9.18840474748,1,0.0,7,8.23605840353,6,2,-0.0604474863867,0,0.0,1,6,0.179105929098,0.0,18.4990775927,5.60873730421,5.60873730421,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
843,844,7.0411234264,17.3909616904,0.0,0.0,6,4,3,0.0,0.0,6,6,0.0,0.0,4,2.81918713088,0,2,4,0.0,4,3,4,3,0,2,6,-2.19850292562,0,3,1,3,17.3909616904,0,1,0,2,2,3,0,25.1716359171,0.0,15,0.0,2,0.0,9,0.0,5,2,-0.0604474863867,0,0.0,1,10,1.74022902051,0.0,20.7190325808,5.79915005882,5.79915005882,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
844,845,7.58445114507,14.3896479129,12.6039228815,0.0,4,4,2,0.0,0.0,6,6,0.0,0.0,4,0.717108913024,0,2,4,9.35413170055,4,3,4,2,1,1,6,1.15262889239,3,5,3,5,16.3424353424,1,1,2,0,1,3,0,28.0748513563,0.0,9,0.0,2,0.0,8,0.0,5,2,-0.0604474863867,0,0.0,1,7,-0.403125714206,11.7267978736,18.4990775927,7.40496590794,6.30161234813,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
845,846,6.11072763543,17.1391995866,0.0,0.0,3,4,1,16.2635332358,0.0,0,6,1.0,0.0,2,-1.27577043637,5,2,4,0.0,4,3,4,5,2,2,3,0.645304769945,2,5,0,5,17.1391995866,0,1,4,6,1,3,0,29.9335255661,0.0,14,0.0,2,0.0,0,0.0,5,2,-0.0604474863867,0,0.0,1,6,0.789173348177,0.0,19.9469755492,5.06173308543,4.66591022466,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
